"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72314013881","2020-05-10T22:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.05","46","56","0.00","","","","70","30.04","CLR:00","29.23","10.00","51","210","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09005/10/20 22:52:02 METAR KCLT 110352Z 21005KT 10SM CLR 13/08 A3005 RMK AO2 SLP172 T01330078","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-10T23:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.04","46","55","0.00","","","","72","30.02","CLR:00","29.22","10.00","50","220","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10005/10/20 23:52:02 METAR KCLT 110452Z 22005KT 10SM CLR 13/08 A3004 RMK AO2 SLP166 T01280078 402110067","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-10T23:59:00","SOD  ","6","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","37","57","46","30.17","29.36","48","8.6","0","-8.7","8","70","44","230","24","0.00","0","0.0","190","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 7024 HR MIN TEMP (F): 44AVERAGE STATION PRESSURE:29.365 MINIMUM SEA LEVEL PRESSURE:30.02 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 24 PEAK WIND DIR (DEG):230 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 17FASTEST 2MIN DIR (DEG):190 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 8.6 24 HR AVG TEMP (F): 57DEPART FROM NORMAL: -9  HEATING DEGREE DAYS:  8 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):70  LATEST NIGHT MIN TEMP(1900-0800 LST):41 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6","","","","","","","","","","","","","","","","","","","","","","","","","0523","1918","","2009-06-02"
"72314013881","2020-05-11T00:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.02","45","56","0.00","","+0.04","8","67","30.01","CLR:00","29.20","10.00","50","240","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11405/11/20 00:52:02 METAR KCLT 110552Z 24005KT 10SM CLR 13/07 A3002 RMK AO2 SLP162 T01330072 10189 20122 58013 (RJH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T01:00:00","FM-12","4","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","56","","","+0.04","8","67","30.01","","29.24","9.94","50","240","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08072314 32966 02405 10133 20072 39903 40162 58013 90552 333 10189 20067 555 91106=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T01:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.00","43","53","0.00","","","","69","29.99","CLR:00","29.18","10.00","48","240","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09605/11/20 01:52:02 METAR KCLT 110652Z 24004KT 10SM CLR 12/06 A3000 RMK AO2 SLP155 T01170061 (RJH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T02:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.00","42","51","0.00","","","","71","29.99","CLR:00","29.18","10.00","47","240","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09605/11/20 02:52:02 METAR KCLT 110752Z 24003KT 10SM CLR 11/06 A3000 RMK AO2 SLP155 T01060056 (RJH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T03:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.03","41","50","0.00","","-0.01","3","71","30.01","CLR:00","29.21","10.00","46","320","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10205/11/20 03:52:02 METAR KCLT 110852Z 32004KT 10SM CLR 10/05 A3003 RMK AO2 SLP164 T01000050 53002 (RJH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T04:00:00","FM-12","4","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","50","","","-0.01","3","71","30.01","","29.26","9.94","46","320","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06472314 32966 03204 10100 20050 39907 40164 53002 90852 555 91109=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T04:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.05","40","50","0.00","","","","68","30.04","FEW:02 120","29.23","10.00","45","310","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09905/11/20 04:52:02 METAR KCLT 110952Z 31005KT 10SM FEW120 10/04 A3005 RMK AO2 SLP173 T01000044 (RJH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T05:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.08","41","50","0.00","","","","71","30.07","FEW:02 110","29.26","10.00","46","330","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09905/11/20 05:52:02 METAR KCLT 111052Z 33003KT 10SM FEW110 10/05 A3008 RMK AO2 SLP182 T01000050 (RJH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T06:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.11","38","53","0.00","","-0.08","3","57","30.10","FEW:02 110","29.28","10.00","46","320","21","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12005/11/20 06:52:02 METAR KCLT 111152Z 32012G18KT 10SM FEW110 12/03 A3011 RMK AO2 SLP192 T01170033 10128 20094 53027 (RJH)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T07:00:00","FM-12","4","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","53","","","-0.08","3","57","30.10","","29.33","9.94","46","320","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08672314 32966 23212 10117 20033 39933 40192 53027 91152 333 10211 20094 91018 555 91112=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T07:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.12","33","55","0.00","","","","44","30.11","FEW:02 60","29.29","10.00","45","VRB","20","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10205/11/20 07:52:02 METAR KCLT 111252Z 32008G17KT 10SM FEW060 13/01 A3012 RMK AO2 SLP197 T01280006 (DJS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T08:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.12","29","58","0.00","","","","33","30.11","FEW:02 60","29.29","10.00","45","320","24","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10305/11/20 08:52:02 METAR KCLT 111352Z 32014G21KT 10SM FEW060 14/M02 A3012 RMK AO2 SLP197 T01441017 (DJS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T09:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.13","28","60","0.00","","-0.02","1","30","30.11","FEW:02 60","29.30","10.00","46","300","24","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10905/11/20 09:52:02 METAR KCLT 111452Z 30013G21KT 10SM FEW060 16/M02 A3013 RMK AO2 SLP198 T01561022 51006 (DJS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T10:00:00","FM-12","4","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","60","","","-0.02","1","30","30.11","57","29.35","9.94","46","300","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07472314 32766 23013 10156 21022 39940 40198 51006 91452 333 91021 555 91115=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T10:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.11","28","62","0.00","","","","28","30.10","FEW:02 60","29.28","10.00","47","310","21","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10305/11/20 10:52:02 METAR KCLT 111552Z 31010G18KT 10SM FEW060 17/M02 A3011 RMK AO2 SLP194 T01671022 (DJS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T11:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.11","29","63","0.00","","","","28","30.09","FEW:02 70","29.28","10.00","47","310","18","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10305/11/20 11:52:02 METAR KCLT 111652Z 31009G16KT 10SM FEW070 17/M02 A3011 RMK AO2 SLP191 T01721017 (DJS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T12:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.09","28","64","0.00","","+0.04","8","26","30.08","FEW:02 70","29.26","10.00","48","330","24","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12105/11/20 12:52:02 METAR KCLT 111752Z 33014G21KT 10SM FEW070 18/M02 A3009 RMK AO2 SLP185 T01781022 10183 20117 58013 (DJS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T13:00:00","FM-12","4","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","64","","","+0.04","8","26","30.08","74","29.31","9.94","48","330","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08672314 32866 23314 10178 21022 39926 40185 58013 91752 333 10183 20117 91021 555 91118=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T13:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.08","29","65","0.00","","","","26","30.07","FEW:02 70","29.26","10.00","48","300","20","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10305/11/20 13:52:02 METAR KCLT 111852Z 30007G17KT 10SM FEW070 18/M02 A3008 RMK AO2 SLP183 T01831017 (DJS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T14:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.07","32","66","0.00","","","","28","30.06","FEW:02 80","29.25","10.00","50","330","21","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10205/11/20 14:52:02 METAR KCLT 111952Z 33012G18KT 10SM FEW080 19/00 A3007 RMK AO2 SLP178 T01890000 (DJS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T15:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.07","32","67","0.00","","+0.02","5","27","30.06","FEW:02 80","29.25","10.00","50","320","18","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10805/11/20 15:52:02 METAR KCLT 112052Z 32010G16KT 10SM FEW080 19/00 A3007 RMK AO2 SLP179 T01940000 55006 (HWC)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T16:00:00","FM-12","4","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","67","","","+0.02","5","27","30.06","74","29.29","9.94","50","320","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07472314 32866 23210 10194 20000 39920 40179 55006 92052 333 91016 555 91121=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T16:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.08","30","65","0.00","","","","27","30.07","FEW:02 80","29.26","10.00","49","290","18","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10305/11/20 16:52:02 METAR KCLT 112152Z 29009G16KT 10SM FEW080 18/M01 A3008 RMK AO2 SLP182 T01831011 (HWC)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T17:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.08","29","63","0.00","","","","28","30.08","FEW:02 80","29.26","10.00","47","330","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10005/11/20 17:52:02 METAR KCLT 112252Z 33009KT 10SM FEW080 17/M02 A3008 RMK AO2 SLP185 T01721017 (HWC)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T18:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.10","29","59","0.00","","-0.03","3","32","30.09","FEW:02 80","29.28","10.00","46","VRB","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11805/11/20 18:52:02 METAR KCLT 112352Z VRB06KT 10SM FEW080 15/M02 A3010 RMK AO2 SLP190 T01501017 10194 20150 53009 (HWC)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T19:00:00","FM-12","4","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","59","","","-0.03","3","32","30.09","74","29.32","9.94","46","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08072314 32866 2//06 10150 21017 39930 40190 53009 92352 333 10194 20094 555 91200=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T19:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.13","30","55","0.00","","","","38","30.12","FEW:02 75","29.30","10.00","44","340","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09405/11/20 19:52:01 METAR KCLT 120052Z 34003KT 10SM FEW075 13/M01 A3013 RMK AO2 SLP199 T01281011","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T20:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.14","31","52","0.00","","","","45","30.14","FEW:02 75","29.31","10.00","43","350","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09405/11/20 20:52:01 METAR KCLT 120152Z 35005KT 10SM FEW075 11/M01 A3014 RMK AO2 SLP205 T01111006","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T21:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.16","30","51","0.00","","-0.06","1","44","30.16","CLR:00","29.33","10.00","42","350","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09705/11/20 21:52:01 METAR KCLT 120252Z 35004KT 10SM CLR 11/M01 A3016 RMK AO2 SLP212 T01061011 51021","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T22:00:00","FM-12","4","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","51","","","-0.06","1","44","30.16","","29.38","9.94","42","350","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06472314 32966 03504 10106 21011 39950 40212 51021 90252 555 91203=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T22:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.17","30","50","0.00","","","","46","30.16","FEW:02 250","29.34","10.00","41","350","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET09405/11/20 22:52:02 METAR KCLT 120352Z 35003KT 10SM FEW250 10/M01 A3017 RMK AO2 SLP213 T01001011","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T23:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.18","31","48","0.00","","","","52","30.17","CLR:00","29.35","10.00","41","340","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10105/11/20 23:52:02 METAR KCLT 120452Z 34006KT 10SM CLR 09/M01 A3018 RMK AO2 SLP217 T00891006 401940078","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-11T23:59:00","SOD  ","6","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","33","57","43","30.08","29.25","46","8.5","0","-9.0","8","67","46","320","27","0.00","0","0.0","310","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6724 HR MIN TEMP (F): 46AVERAGE STATION PRESSURE:29.250 MINIMUM SEA LEVEL PRESSURE:29.98 TIME OF OCCURRENCE:0307 PEAK WIND SPEED (MPH): 27 PEAK WIND DIR (DEG):320 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 20FASTEST 2MIN DIR (DEG):310 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 8.5 24 HR AVG TEMP (F): 57DEPART FROM NORMAL: -9  HEATING DEGREE DAYS:  8 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):67  LATEST NIGHT MIN TEMP(1900-0800 LST):49 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6","","","","","","","","","","","","","","","","","","","","","","","","","0522","1918","","2009-06-02"
"72314013881","2020-05-12T00:52:00","FM-15","7","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","30.19","31","46","0.00","","-0.02","3","56","30.18","CLR:00","29.36","10.00","40","010","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11505/12/20 00:52:02 METAR KCLT 120552Z 01003KT 10SM CLR 08/M01 A3019 RMK AO2 SLP220 T00781006 10156 20072 53008 (SAC)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
"72314013881","2020-05-12T01:00:00","FM-12","4","","SE","1.4","mi","TEMP, PRECIP, SNOW","","","PSY, SRG, SNOWBOARD","","","FAA CWO","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","46","","","-0.02","3","56","30.18","","29.41","9.94","40","010","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08072314 32966 00103 10078 21006 39960 40220 53008 90552 333 10156 20072 555 91206=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009-06-02"
